,dq_min,dq_mean,dq_variance,dq_skewness,dq_kurtosis,slope_100_2,intercept_100_2,discharge_capacity_2,discharge_capacity_100,diff_QD_n_2,slope_100_91,intercept_100_91,ave_chg_time_5_1,max_temp_100_2,min_temp_100_2,Integral_temp_100_2,integral_resistance_2,minimum_IR,difference_IR_100_2,cycle_life
111,-0.028921475,-0.011300575,8.64E-05,-0.348448862,-1.179757836,5.47E-06,1.070244666,1.0663688,1.0696349,0.004832,-6.43E-05,1.0759818,10.04168767,31.271055,31.17389424,53.65594719,0.014962286,0.014552172,-0.000165511,858
112,-0.02673717,-0.011137571,7.94E-05,-0.387311906,-1.136909298,-2.74E-06,1.071857142,1.0687393,1.0710108,0.0036005,-4.16E-05,1.075056975,10.04367867,31.99126176,31.719748,61.14683942,0.015732529,0.015215036,-0.000114126,935
113,-0.03561941,-0.016350549,0.000144676,-0.120852816,-1.291636314,-8.20E-06,1.071231388,1.0681812,1.0698149,0.0034605,-3.51E-05,1.073256575,10.04647767,34.264439,33.579765,77.55347007,0.015983483,0.015812302,-2.98E-05,731
114,-0.019885926,-0.007848678,4.02E-05,-0.420035169,-1.008925073,-1.18E-05,1.062775252,1.060272,1.0609198,0.0026444,-5.52E-05,1.066471375,10.04330133,33.21831396,32.9063429,82.06056538,0.015511206,0.015256886,-0.000153993,1284
115,-0.021509893,-0.009552006,4.95E-05,-0.184080259,-1.155815116,-2.03E-05,1.064296071,1.061535,1.0615493,0.0027431,-7.50E-05,1.0690573,10.04418467,35.96028153,35.49384056,75.94146846,0.015438841,0.015220164,-0.000106908,1158
116,-0.023028075,-0.009826426,5.82E-05,-0.296336168,-1.1528187,-1.91E-05,1.065481768,1.0633804,1.0632331,0.0020494,-5.08E-05,1.068294575,10.04314867,35.57980147,35.040268,70.83500467,0.01549053,0.015273038,-7.60E-05,1093
117,-0.022981814,-0.009908357,5.58E-05,-0.25112113,-1.096826456,-2.14E-05,1.060462817,1.0575287,1.0577667,0.0030761,-7.49E-05,1.06512,10.043801,36.31341827,35.706379,75.11048144,0.015267849,0.015056815,-8.83E-05,923
118,-0.020147006,-0.008693083,4.55E-05,-0.054164716,-1.17688677,-8.20E-06,1.072410733,1.0701473,1.0710695,0.0025093,-6.53E-05,1.077566675,10.044471,34.79658642,34.22629966,75.90290276,0.015988033,0.015742945,-0.000115897,1935
119,-0.017457918,-0.006428439,3.51E-05,-0.292538603,-1.003013468,-5.63E-06,1.050886276,1.0474036,1.0495038,0.004107,-4.91E-06,1.050216075,10.043833,34.218964,33.89965242,51.48988636,0.015740704,0.015480768,-0.000155274,1156
120,-0.022053794,-0.009078861,5.07E-05,-0.315430893,-1.138512905,-6.63E-06,1.063355223,1.0593235,1.0617574,0.00451,-4.20E-05,1.06604935,10.043563,33.91118945,32.981926,66.8419511,0.015561919,0.014995566,-0.000234305,796
121,-0.024192994,-0.009748051,6.03E-05,-0.357133557,-1.063130134,1.07E-05,1.053845973,1.0505219,1.0541531,0.0043619,-5.66E-05,1.059706425,10.04297433,33.621746,32.64814901,72.07038575,0.01854171,0.017006677,-0.000173132,786
122,-0.025985132,-0.011231061,7.39E-05,-0.244616366,-1.238395893,5.49E-06,1.073050716,1.06972,1.0729284,0.0041849,-2.80E-05,1.075614475,10.04343567,33.111576,32.626095,64.64141691,0.015722955,0.015504654,-0.000105745,940
123,-0.016477961,-0.007131752,3.01E-05,-0.328143046,-1.177128602,4.36E-07,1.071453101,1.0695485,1.0711251,0.0025962,-1.11E-05,1.0721077,11.03765,32.68287036,32.265186,77.55356013,0.015742011,0.015388542,-7.95E-05,1801
